CONCATENADO,TEXTO,CE_GESTOR,TIPO_PROYECTOS,NOMBRE PROYECTO,CLASIF_RED_1,CLASIF_RED_2,RESPONSABLE EA
450060157710,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450060157720,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_CONS,SOLUCIONES STREET CELLS,Street Cell,RF,Street Cell,DEMETRIO
450060157730,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450060467130,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_IPEXT,MW ACCESO,Modernización MW Ultima Milla,Transmision,Modernización MW Ultima Milla,JENNY
450060476710,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,ADECUACION DE SITIOS (ACCESO),Adecuaciones energía en sitios,RF,Adecuaciones energía en sitios,JORGE
450060689110,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_IPEXT,MW ACCESO,Modernización MW Ultima Milla,Transmision,Modernización MW Ultima Milla,JENNY
450060689120,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_IPEXT,MW ACCESO,Modernización MW Ultima Milla,Transmision,Modernización MW Ultima Milla,JENNY
450060689130,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_IPEXT,MW ACCESO,Modernización MW Ultima Milla,Transmision,Modernización MW Ultima Milla,JENNY
450060638640,IMPLEMENTACION LAMBDAS 100G             ,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
450060638630,IMPLEMENTACION LAMBDAS 100G             ,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
450061127390,IMPLEMENTACIÓN DE ENODO B LTE          ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450060558820,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_IPEXT,FO ACCESOS,Migraciones a FO Urbana - Critico,Transmision,Migraciones a FO Urbana - Critico,DANNER
450060558830,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_IPEXT,FO ACCESOS,Migraciones a FO Urbana - Critico,Transmision,Migraciones a FO Urbana - Critico,DANNER
450060993310,HABILITACIÓN CAPACIDAD 10GEN LAMBDA 100G,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
450060993330,HABILITACIÓN CAPACIDAD 10GEN LAMBDA 100G,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
4500609933140,HABILITACIÓN CAPACIDAD 10GEN LAMBDA 100G,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
4500609933150,HABILITACIÓN CAPACIDAD 10GEN LAMBDA 100G,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
4500609933160,HABILITACIÓN CAPACIDAD 10GEN LAMBDA 100G,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
4500609933170,HABILITACIÓN CAPACIDAD 10GEN LAMBDA 100G,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
4500609933180,IMPLEMENTACION EQUIPO DWDM              ,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
4500609933190,IMPLEMENTACION EQUIPO DWDM              ,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
4500609933200,IMPLEMENTACION EQUIPO DWDM              ,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
4500609933210,IMPLEMENTACION EQUIPO DWDM              ,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
450061188620,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_IPEXT,MW ACCESO,Modernización MW Ultima Milla,Transmision,Modernización MW Ultima Milla,JENNY
450061188610,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_IPEXT,MW ACCESO,Modernización MW Ultima Milla,Transmision,Modernización MW Ultima Milla,JENNY
450061283920,INSTALACIÓN DE ROUTER                   ,RED_IPEXT,IP ACCESO,IPRAN,Transmision,IPRAN,LAURA
450061238830,INSTALACIÓN DE ROUTER                   ,RED_IPEXT,IP ACCESO,IPRAN,Transmision,IPRAN,JENNY
450061238840,INSTALACIÓN DE ROUTER                   ,RED_IPEXT,IP ACCESO,IPRAN,Transmision,IPRAN,JENNY
450061238850,IMPLEMENTACION LAMBDAS 100G             ,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
450061238860,IMPLEMENTACION LAMBDAS 100G             ,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
450061238870,IMPLEMENTACION LAMBDAS 100G             ,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
450061238880,IMPLEMENTACION LAMBDAS 100G             ,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
450061238890,IMPLEMENTACION LAMBDAS 100G             ,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
4500612388100,IMPLEMENTACION LAMBDAS 100G             ,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
4500612388110,IMPLEMENTACION LAMBDAS 100G             ,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
4500612388120,IMPLEMENTACION LAMBDAS 100G             ,RED_IPEXT,CORE IP / MPLS,IP Fotonico,Transmision,IP Fotonico,JENNY
450061171720,INSTALACIÓN DE ROUTER                   ,RED_IPEXT,IP ACCESO,IPRAN,Transmision,IPRAN,LAURA
450061171740,INSTALACIÓN DE ROUTER                   ,RED_IPEXT,IP ACCESO,IPRAN,Transmision,IPRAN,LAURA
450061171750,INSTALACIÓN DE ROUTER                   ,RED_IPEXT,IP ACCESO,IPRAN,Transmision,IPRAN,LAURA
450061171760,INSTALACIÓN DE ROUTER                   ,RED_IPEXT,IP ACCESO,IPRAN,Transmision,IPRAN,LAURA
450061171770,INSTALACIÓN DE ROUTER                   ,RED_IPEXT,IP ACCESO,IPRAN,Transmision,IPRAN,LAURA
450061171780,INSTALACIÓN DE ROUTER                   ,RED_IPEXT,IP ACCESO,IPRAN,Transmision,IPRAN,LAURA
450061171790,INSTALACIÓN DE ROUTER                   ,RED_IPEXT,IP ACCESO,IPRAN,Transmision,IPRAN,LAURA
4500611717110,INSTALACIÓN DE ROUTER                   ,RED_IPEXT,IP ACCESO,IPRAN,Transmision,IPRAN,LAURA
4500611717120,INSTALACIÓN DE ROUTER                   ,RED_IPEXT,IP ACCESO,IPRAN,Transmision,IPRAN,LAURA
4500611717140,INSTALACIÓN DE ROUTER                   ,RED_IPEXT,IP ACCESO,IPRAN,Transmision,IPRAN,LAURA
4500611717180,INSTALACIÓN DE ROUTER                   ,RED_IPEXT,IP ACCESO,IPRAN,Transmision,IPRAN,LAURA
450061507410,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450061507420,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450061507430,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450061507440,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450061507450,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450061507460,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450061507470,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450061507480,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450061507490,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074100,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074110,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074120,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074130,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074140,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074150,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074160,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074170,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074180,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074190,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074200,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074210,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074220,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074230,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074240,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074250,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074260,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074270,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074280,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074290,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074300,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074310,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074320,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074330,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074340,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074350,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
4500615074360,IMPLEMENTACIÓN NAT OUTDOOR              ,RED_CONS,FO ACCESOS,Street Cell,RF,Street Cell,DEMETRIO
450061374010,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_IPEXT,MW ACCESO,Modernización MW Ultima Milla,Transmision,Modernización MW Ultima Milla,JENNY
450061374020,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_IPEXT,MW ACCESO,Modernización MW Ultima Milla,Transmision,Modernización MW Ultima Milla,JENNY
450061377910,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061377920,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061377950,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061377960,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061377970,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500613779100,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500613779130,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500613779140,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500613779150,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500613779170,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500613779200,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061429510,IMPLEMENTACION LINEA ELECTRICA MT       ,RED_IMP,PLANTA INTERNA GPON,Construccion de sistema de energìa,Red Fija,Construccion de sistema de energìa,JORGE
4500614318310,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500614318300,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500614318260,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500614318120,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500614318110,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061431860,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061431840,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061431810,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061450840,IMPLEMENTACION CELL SITE ROUTER         ,RED_CONS,IP ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450061450830,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450061450820,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450061450810,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
4500614560130,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500614560110,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061456080,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061456070,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061456030,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061456010,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061954460,IMPLEMENTACIÓN DE ENODO B LTE     ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061968420,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061968430,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061968440,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450061968410,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062000410,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,JORGE
450062000430,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,JORGE
450062011210,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062011220,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062011230,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_CONS,MW ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062023050,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062023060,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062023070,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450062023080,IMPLEMENTACION CELL SITE ROUTER         ,RED_CONS,IP ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062043510,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062043520,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062043530,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450062043540,IMPLEMENTACION CELL SITE ROUTER         ,RED_CONS,IP ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062043550,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062043560,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062043570,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450062043580,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_CONS,MW ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062043590,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
4500620435100,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
4500620435110,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_CONS,MW ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062083810,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062083820,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062083830,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062083840,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062083850,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062083860,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062083870,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062083880,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062083890,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838100,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838110,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838120,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838130,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838140,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838150,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838160,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838170,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838180,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838190,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838200,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838210,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838220,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838230,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838240,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838250,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838260,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838270,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838280,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838290,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500620838300,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
